question,text
Would a nickel fit inside a koala pouch?,"Context1: 1000 (number): 1000 or one thousand is the natural number following 999 and preceding 1001.  There are 168 prime numbers less than 1000. 1000 is the 10th icositetragonal
Context2: Big Nickel: The Big Nickel is a nine-metre (30 ft) replica of a 1951 Canadian nickel, located at the grounds of the Dynamic Earth science museum in Greater Sudbury,
Question: Would a nickel fit inside a koala pouch?
Are follow up questions needed here: Yes.
Follow up: What is the size of a nickel?
Intermediate answer: A nickel is 0.835 inches in diameter.
Follow up: What is the size of a koala pouch?"
Would a nickel fit inside a koala pouch?,"Context1: Star (classification): Star classification is a type of rating scale utilizing a star glyph or similar typographical symbol. It is used by reviewers for ranking things such as films, TV shows, restaurants, and hotels. For example, a system of one to five stars is commonly used in hotel ratings, with five stars being the highest rating.
Context2: Nickel (United States coin): [['Diameter', '21.21 mm (0.835 in) except Shield nickels (1866–1883) 20.5 mm (0.807 in)'], ['Thickness', 'Not specified for Shield nickels. All others: 1.95 mm'], ['Edge', 'smooth'], ['Composition', '25% nickel 75% copper ""War Nickels"" (mid-1942 to 1945): 56% copper 35% silver 9% manganese'], ['Obverse']]
Context3: Limbless vertebrate: Many vertebrates have evolved limbless, limb-reduced, or apodous forms. Reptiles have on a number of occasions evolved into limbless forms – snakes,
Question: Would a nickel fit inside a koala pouch?
Are follow up questions needed here: Yes.
Follow up: What is the size of a nickel?
Intermediate answer: A nickel is 0.835 inches in diameter.
Follow up: What is the size of a koala pouch?
Intermediate answer: A koala pouch is about 2 inches in diameter.
Follow up: Is 0.835 inches less than 2 inches?"
Would a nickel fit inside a koala pouch?,"Context1: Koala: Koalas are herbivorous, and while most of their diet consists of eucalypt leaves, they can be found in trees of other genera, such as Acacia, Allocasuarina,
Context2: The Home Depot: The Home Depot, Inc., often simply referred to as Home Depot, is an American multinational home improvement retail corporation that sells tools,
Context3: Koala: It has a body length of 60–85 cm (24–33 in) and a weight of 4–15 kg (9–33 lb), making it among the largest arboreal marsupials. Koalas from Victoria are twice
Context4: Nickel drill by Michelle Mullen: Composed of 75% copper and 25% nickel, the piece has been issued since 1866. Its diameter is .835 inches (21.21 mm) and its thickness is .077 inches ( 1.95
Question: Would a nickel fit inside a koala pouch?
Are follow up questions needed here: Yes.
Follow up: What is the size of a nickel?
Intermediate answer: A nickel is 0.835 inches in diameter.
Follow up: What is the size of a koala pouch?
Intermediate answer: A koala pouch is about 2 inches in diameter.
Follow up: Is 0.835 inches less than 2 inches?
Intermediate answer: Yes, 0.835 inches is less than 2 inches.
So the final answer is: Yes.
###"
Does Disney own a major comic book publisher?,"Context1: Disney comics: The book has been produced under the aegis of several different publishers, including Western Publishing (initially in association with Dell Comics and later
Question: Does Disney own a major comic book publisher?
Are follow up questions needed here: Yes.
Follow up: What are some major comic book publishers?"
Does Disney own a major comic book publisher?,"Context1: Suzuki Baleno: The Suzuki Baleno nameplate has been used by the Japanese manufacturer Suzuki to denote several different subcompact cars since 1996.  It was also produced and sold in India as the Maruti Suzuki Baleno until
Context2: Stroke: [['Stroke'], ['Specialty', 'Neurology, stroke medicine'], ['Symptoms', 'Inability to move or feel on one side of the body, problems understanding or speaking, dizziness, loss of vision to one side'], ['Complications', 'Persistent vegetative state'], ['Causes', 'Ischemic (blockage) and hemorrhagic (bleeding)']]
Question: Does Disney own a major comic book publisher?
Are follow up questions needed here: Yes.
Follow up: What are some major comic book publishers?
Intermediate answer: Some major comic book publishers are Marvel, DC, Dark Horse, Image, IDW, and Dynamite.
Follow up: Which of these publishers does Disney own?"
Does Disney own a major comic book publisher?,"Context1: Hustler Magazine v. Falwell: Hustler Magazine, Inc. v. Falwell, 485 U.S. 46 (1988), is a landmark decision by the Supreme Court of the United States in which the Court held that parodies of public figures, even those intending to cause emotional distress, are protected by the First and Fourteenth Amendments to the U.S. Constitution.
Context2: Publishers: [['Name', 'Country', 'Active'], ['Comic Media', 'US', '1954'], ['Comico Comics', 'US', '1997'], [""Comics' Greatest World"", 'US', '2000'], ['Comics Interview Group', 'US', '1989']]
Context3: Disney Publishing Worldwide: Disney Publishing Worldwide (DPW), formerly known as The Disney Publishing Group and Buena Vista Publishing Group, is the publishing subsidiary of Disney
Question: Does Disney own a major comic book publisher?
Are follow up questions needed here: Yes.
Follow up: What are some major comic book publishers?
Intermediate answer: Some major comic book publishers are Marvel, DC, Dark Horse, Image, IDW, and Dynamite.
Follow up: Which of these publishers does Disney own?
Intermediate answer: Disney owns Marvel.
So the final answer is: Yes.
###"
Would the Cookie Monster decline an offer of free Keebler products?,"Context1: Family Guy (franchise): Family Guy (1999–present) The show is set in the fictional city of Quahog that is located in Rhode Island (a place that actually exists), and exhibits much of its humor in the form of metafictional cutaway gags that often lampoon American culture.
Question: Would the Cookie Monster decline an offer of free Keebler products?
Are follow up questions needed here: Yes.
Follow up: What is the Cookie Monster's favorite cookie?"
Would the Cookie Monster decline an offer of free Keebler products?,"Context1: Coins in circulation: [['Value', 'Image', 'Common name'], ['Value', 'Reverse', 'Common name'], ['25¢', 'see article: American Women quarters', 'quarter, quarter dollar'], ['50¢', 'half, half dollar, 50-cent piece'], ['$1', 'large dollar, Ike dollar, silver dollar']]
Context2: Food: Humans are omnivores, finding sustenance in vegetables, fruits, cooked meat, milk, eggs, mushrooms and seaweed. Cereal grain is a staple food that provides more food energy worldwide than any other type of crop. Corn (maize), wheat, and rice account for 87% of all grain production worldwide.
Question: Would the Cookie Monster decline an offer of free Keebler products?
Are follow up questions needed here: Yes.
Follow up: What is the Cookie Monster's favorite cookie?
Intermediate answer: The Cookie Monster's favorite cookie is chocolate chip.
Follow up: What is the Cookie Monster's favorite brand of chocolate chip cookies?"
Would the Cookie Monster decline an offer of free Keebler products?,"Context1: Cookie Monster: Despite his voracious appetite for cookies, Cookie Monster shows awareness of healthy eating habits for young children and also enjoys fruits and vegetables.
Context2: Cookie Monster | Description, Sesame Street, & Facts: Cookie Monster, American television puppet character on the TV series Sesame Street known for his ravenous appetite for cookies.
Context3: Bagpipes: Bagpipes are a woodwind instrument using enclosed reeds fed from a constant reservoir of air in the form of a bag. The Great Highland bagpipes are well
Question: Would the Cookie Monster decline an offer of free Keebler products?
Are follow up questions needed here: Yes.
Follow up: What is the Cookie Monster's favorite cookie?
Intermediate answer: The Cookie Monster's favorite cookie is chocolate chip.
Follow up: What is the Cookie Monster's favorite brand of chocolate chip cookies?
Intermediate answer: The Cookie Monster's favorite brand of chocolate chip cookies is Chips Ahoy.
Follow up: Is Keebler the same as Chips Ahoy?"
Would the Cookie Monster decline an offer of free Keebler products?,"Context1: Cookie Monster: Despite his voracious appetite for cookies, Cookie Monster shows awareness of healthy eating habits for young children and also enjoys fruits and vegetables.
Context2: Committee: A committee or commission is a body of one or more persons subordinate to a deliberative assembly. A committee is not itself considered to be a form of
Context3: Brazilian jiu-jitsu ranking system: Brown belt is the highest ranking color belt below black belt in Brazilian jiu-jitsu. Progressing from a beginner white belt through to a brown belt typically
Context4: What 8 famous cookies looked like when they first came out: Oreos, Chips Ahoy, and Girl Scout cookies are among the top cookies across the US. Here's what they looked like when they first came out.
Question: Would the Cookie Monster decline an offer of free Keebler products?
Are follow up questions needed here: Yes.
Follow up: What is the Cookie Monster's favorite cookie?
Intermediate answer: The Cookie Monster's favorite cookie is chocolate chip.
Follow up: What is the Cookie Monster's favorite brand of chocolate chip cookies?
Intermediate answer: The Cookie Monster's favorite brand of chocolate chip cookies is Chips Ahoy.
Follow up: Is Keebler the same as Chips Ahoy?
Intermediate answer: No, Keebler is not the same as Chips Ahoy.
So the final answer is: No.
###"
